movies,year,genre,rating,brief summary,votes,director,actor,count_actors,count_directors,rating category,voting category
 Love Is Blind,2020,"Reality-TV, Romance            ",6.1,"As one couple celebrates their engagement, others follow close behind. Barnett continues to charm the ladies. Jessica grapples with indecision.",173,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 After Life,2019,"Comedy, Drama            ",7.9,Lenny's girlfriend's son takes a position at the Gazette. Sandy contemplates writing a gossip column. Matt gets iffy advice from his therapist.,1755,Ricky Gervais,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",4,1,High,Popular
 After Life,2019,"Comedy, Drama            ",8.1,"A turn of events at the paper hits Sandy hard. Roxy and Pat share a meal, and Tony tries to support Matt's desire to get back out there.",1696,Ricky Gervais,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",4,1,High,Popular
 After Life,2019,"Comedy, Drama            ",8.3,"Tony interviews a local woman addicted to corrective surgery. Later, he holds back the snark in hopes of cheering up Kath.",1667,Ricky Gervais,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",4,1,High,Popular
 After Life,2019,"Comedy, Drama            ",8.5,The curtain goes up on the community theater revue and things go about as well as can be expected. Tony receives devastating news.,1716,Ricky Gervais,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",4,1,High,Popular
 After Life,2019,"Comedy, Drama            ",9.0,"Grieving over another loss, Tony asks his friends and co-workers for space, not sympathy. Later, he wrestles with what it means to move on.",2245,Ricky Gervais,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",4,1,High,Popular
 Love Is Blind,2020,"Reality-TV, Romance            ",6.2,"The twists and turns keep coming. Giannina redefines the rules, Barnett makes a surprising decision, and the engaged couples depart for paradise.",160,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",6.5,One couple's rough night leads to an explosive conversation. Others learn they aren't alone in Mexico. What will happen when old flames reunite?,150,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",6.2,"As the couples get ready to return to the real world, Jessica and Mark continue to struggle, while Giannina digs into Damian's deepest fears.",144,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",6.4,"Vanessa and Nick share a surprise with the group. Kelly and Kenny deal with distance, Jessica meets Mark's roommates, and Amber throws a party.",140,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",6.5,Tensions mount between Giannina and Damian; Amber takes Barnett to her childhood home; Cameron braces for a charged meeting with Lauren's father.,138,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",6.3,"With only two weeks left until the weddings, the couples get fitted for suits and gowns. But will lingering doubts lead to drama or new beginnings?",130,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",6.3,"Emotions run high as the couples plan for their futures and party like there's no tomorrow. Soon after, the first wedding day arrives.",129,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,Moderate,Average
 Love Is Blind,2020,"Reality-TV, Romance            ",7.2,"Loved ones gather while the remaining couples prepare to become husbands and wives; some will say ""I do,"" while others will leave the experiment alone.",138,Brian Smith,"Nick Lachey, Vanessa Lachey, Kenny Barnes, Matthew Barnett",4,1,High,Average
 The Boondocks,2005,"Animation, Action, Comedy            ",8.7,Granddad and Uncle Ruckus offer conflicting accounts of a slave revolt led by Huey and Riley's ancestor. Huey reveals that the truth is much different than either of them thought.,263,Dan Fausett,"Regina King, John Witherspoon, Cedric Yarbrough, Gary Anthony Williams",4,1,High,Average
 Johnny Test,2005,"Animation, Action, Adventure            ",5.9,"Trying to improve on human evolution, the girls revisit their ""extra arms"" theory and, of course, test it on Johnny.Johnny & Dukey are wondering if there's life in space.",26,Larry Jacobs,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball",4,1,Moderate,Unknown
 Johnny Test,2005,"Animation, Action, Adventure            ",5.8,"Johnny's got to make some money fast for the new Game Droid QS!Thanks to Teacherman, Johnny's grades aren't good.",20,Larry Jacobs,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball",4,1,Moderate,Unknown
 Taj Mahal 1989,2020,"Comedy, Drama, Romance            ",7.2,"Akhtar reconnects with an old friend, irritating Sarita. Rashmi and Abodh bond as they rehearse for a play. Angad agrees to help a lovelorn Shontu.",29,Pushpendra Nath Misra,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha",4,1,High,Unknown
 Taj Mahal 1989,2020,"Comedy, Drama, Romance            ",7.3,"Sarita contemplates a big decision. Hungry for power, Dharam lands in the company of a local goon, who convinces him to run for university politics.",31,Pushpendra Nath Misra,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha",4,1,High,Unknown
 Taj Mahal 1989,2020,"Comedy, Drama, Romance            ",7.7,"Shontu joins the student Communist Party to impress Mamta, who is becoming increasingly intrigued by Angad. A domestic violence incident angers Mumtaz.",24,Pushpendra Nath Misra,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha",4,1,High,Unknown
 Taj Mahal 1989,2020,"Comedy, Drama, Romance            ",7.8,"As Mamta takes over as presidential candidate, Dharam attempts to threaten her. After a breakdown, Sarita and Akhtar make an unconventional decision.",26,Pushpendra Nath Misra,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha",4,1,High,Unknown
 Taj Mahal 1989,2020,"Comedy, Drama, Romance            ",7.8,"Post-election, Dharam's volatility burns bridges with Rashmi, Angad and Babbu Bhaiya. Rashmi opens up to Angad. Sudhakar and Mumtaz seek a fresh start.",24,Pushpendra Nath Misra,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha",4,1,High,Unknown
 Taj Mahal 1989,2020,"Comedy, Drama, Romance            ",8.0,"In Agra, a brewing crime leads Sarita and Akhtar to cross paths with two other couples. After both tragedy and triumph, each love story takes a turn.",26,Pushpendra Nath Misra,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha",4,1,High,Unknown
 Riverdale,2017,"Crime, Drama, Mystery            ",7.4,"Alice begins shooting a documentary about Riverdale and the latest mystery involving one of its own; Betty, Archie and Veronica fall deeper into a web of lies as the investigation gets underway.",767,Shannon Kohli,K,1,1,High,Average
 Kalifat,2020,"Crime, Drama, Thriller            ",8.3,"Fatima tracks down a man who could be an important lead, but he's one step ahead. At wits' end, Suleiman heads for the Syrian-Turkish border with Calle.",291,Goran Kapetanovic,"Gizem Erdogan, Amed Bozan, Aliette Opheim, Albin Grenholm",4,1,High,Average
 Riverdale,2017,"Crime, Drama, Mystery            ",8.5,Betty continues her Stonewall Prep takedown with the help of two unique allies; A tense confrontation leads to a tender reunion.,1032,Tessa Blake,K,1,1,High,Popular
 Riverdale,2017,"Crime, Drama, Mystery            ",3.5,"As a menacing and musical new normal takes shape in Riverdale, Betty helps Jughead restore order; Kevin fights for his place in the spotlight.",2540,Antonio Negret,K,1,1,Low,Popular
 Riverdale,2017,"Crime, Drama, Mystery            ",6.8,Jughead and Charles follow a new lead after the contents of the latest videotape takes a sinister turn; Cheryl and Veronica's maple rum business faces a new threat; Archie and Betty contemplate their next steps.,807,Steven A,K,1,1,Moderate,Average
 Fauda,2015,"Action, Drama, Thriller            ",8.5,"Doron realized there is a once in a lifetime opportunity but Eyov rejects the idea, once again Hila intervenes to convince Eyov. The team is on its way but the situation escalates risking ...                See full summary »",273,Rotem Shamir,"Lior Raz, Ala Dakka, Itzik Cohen, Yaakov Zada Daniel",4,1,High,Average
 Bloodride,2020,"Horror, Mystery, Thriller            ",6.7,"City dweller Molly has difficulty adjusting to a new, downsized life in the country - until she learns why her neighbors are so attached to their pets.",504,Geir Henning Hopland,"Susan Angelo, Bjørn Birch, Dag Håvard Engebråten, Sophia Kaushal",4,1,Moderate,Average
 Workin' Moms,2017,Comedy            ,7.2,"Kate faces her friends - and their judgement - in the wake of a big decision. With Alice in ""activity jail"", Anne pitches a parenting book.",90,Catherine Reitman,"Catherine Reitman, Dani Kind, Juno Rinaldi, Ryan Belleville",4,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.1,"Attorney Yoon wins an important case. While handling Mr. Ha's divorce case, he is smitten by a girl, Kim, who is secretly defending the wife. She obtains a vital document from Yoon's papers. Kim wins. She also survives a thug's attack.",26,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.6,"Jung gets Mi-ra out of a tight spot. Jung cleans up the mess caused by Ha's confinement of his girl-friend. Yoon reaches out to Ha's sister, who is involved in a power struggle, and to this girl-friend, to get the sister installed as heir.",25,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.8,The rivalry between Yoon Hee and Geum Ja intensifies as they both back one of the heirs of Issume holdings. And the key to victory lies with a particular witness. Who will manage to come out on top?,21,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.3,Plot not Available,17,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.9,Plot not Available,17,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.7,Plot not Available,14,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.1,Plot not Available,14,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.2,Plot not Available,13,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.4,Plot not Available,14,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.8,Plot not Available,11,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.8,Plot not Available,10,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.7,Plot not Available,11,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",7.8,Plot not Available,11,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.2,Plot not Available,11,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.0,Plot not Available,10,Tae You Chang,Ju Ji,1,1,High,Unknown
 Hyena,2020,"Drama, Romance            ",8.1,Plot not Available,11,Tae You Chang,Ju Ji,1,1,High,Unknown
 Bloodride,2020,"Horror, Mystery, Thriller            ",6.6,"After three years in a psychiatric hospital, Erik drives to his family's cabin with his brothers but trouble starts when they pick up a hitchhiker.",454,Atle Knudsen,"Erlend Rødal Vikhagen, Benjamin Helstad, Harald Rosenstrøm, Mette Spjelkavik Enoksen",4,1,Moderate,Average
 Bloodride,2020,"Horror, Mystery, Thriller            ",6.3,The privileged Olivia eagerly embraces her new writing class but her instructor and an awkward fellow student soon have her questioning reality.,405,Geir Henning Hopland,"Dagny Backer Johnsen, Synnøve Macody Lund, Henrik Rafaelsen, Simen Bostad",4,1,Moderate,Average
 Bloodride,2020,"Horror, Mystery, Thriller            ",6.5,A pharmaceutical industry titan humiliates dinner guests - including his wife - when he discovers that one of them has stolen a valuable prototype.,381,Geir Henning Hopland,Stig R,1,1,Moderate,Average
 Bloodride,2020,"Horror, Mystery, Thriller            ",5.9,"Idealistic teacher Sanna moves to a country school reopening after 40 years, where a mysterious tragedy reaches out to her from beyond the grave.",351,Atle Knudsen,"Ellen Bendu, Elias Er",2,1,Moderate,Average
 Bloodride,2020,"Horror, Mystery, Thriller            ",6.1,"At their wild holiday office party, two new employees hear strange rumors and try to solve the mystery of a coworker's grisly plunge from the roof.",332,Geir Henning Hopland,Steven C,1,1,Moderate,Average
 Fauda,2015,"Action, Drama, Thriller            ",8.5,"The team is broken and desperate but refuse to abort the mission, they find the hiding place and get ready to raid it. Meanwhile, the news reach Israel and the families.",278,Rotem Shamir,"Lior Raz, Ala Dakka, Itzik Cohen, Yaakov Zada Daniel",4,1,High,Average
 Kalifat,2020,"Crime, Drama, Thriller            ",8.3,"With Lisha's fate in her hands, Pervin enlists Husam's help. Fatima tails Jakob and Emil and turns to her last resort.",289,Goran Kapetanovic,"Gizem Erdogan, Amed Bozan, Aliette Opheim, Albin Grenholm",4,1,High,Average
 Power Rangers Beast Morphers,2019,"Action, Adventure, Drama            ",8.6,"Ravi secretly repaints a local art mural, but a strange artist arrives and claims the work as his own.",30,Simon Bennett,Rorrie D,1,1,High,Unknown
 Castlevania,2017,"Animation, Action, Adventure            ",7.9,"Belmont and the Judge discover an ominous symbol, Saint Germain's treasure hunt is cut short, and Alucard's bond with Sumi and Taka continues to grow.",1027,Sam Deats,"Richard Armitage, James Callis, Alejandra Reynoso, Jessica Brown Findlay",4,1,High,Popular
 Castlevania,2017,"Animation, Action, Adventure            ",8.0,"As Saint Germain makes unsettling discoveries, Isaac marches toward a showdown. Meanwhile, Belmont and Sypha question a monk - aggressively.",1008,Sam Deats,"Richard Armitage, James Callis, Alejandra Reynoso, Jessica Brown Findlay",4,1,High,Popular
 Castlevania,2017,"Animation, Action, Adventure            ",8.4,"Something is alive in the priory's basement, and for Belmont and Sypha, time is of the essence. Lenore opens up to Hector about Carmilla's plans.",1023,Sam Deats,"Richard Armitage, James Callis, Alejandra Reynoso, Jessica Brown Findlay",4,1,High,Popular
 Castlevania,2017,"Animation, Action, Adventure            ",9.3,"With the portal to hell open, Trevor and Sypha must battle an onslaught. Meanwhile, the Judge shares a disturbing legacy, and Hector learns his fate.",1607,Sam Deats,"Richard Armitage, James Callis, Alejandra Reynoso, Jessica Brown Findlay",4,1,High,Popular
 13 Reasons Why,2017,"Drama, Mystery, Thriller            ",5.6,"As the school gears up for the Love Is Love dance on Valentine's Day, disturbing phone calls keep Clay from getting in the spirit.",1635,Michael Sucsy,"Dylan Minnette, Grace Saif, Christian Navarro, Alisha Boe",4,1,Moderate,Popular
 13 Reasons Why,2017,"Drama, Mystery, Thriller            ",5.9,Clay's mental health continues to decline as the friends wrestle with difficult emotions during their college admissions interviews.,1420,Sunu Gonera,"Dylan Minnette, Grace Saif, Christian Navarro, Alisha Boe",4,1,Moderate,Popular
 The Serpent,2021,"Crime, Drama, Thriller            ",8.1,"The net begins to close around Charles and Marie-Andrée in India, but the final chapter of Herman's pursuit of Sobhraj stretches long into the future.",624,Hans Herbots,"Tahar Rahim, Geoffrey Breton, Saana Koivisto, Jenna Coleman",4,1,High,Average
 Fauda,2015,"Action, Drama, Thriller            ",7.7,"Doron feels guilty and has difficulties dealing with the outcomes of the operation. Meanwhile in Gaza, the Sheikh tries to help Bashar, but angry and frustrated Bashar has other plans.",242,Rotem Shamir,"Lior Raz, Ala Dakka, Itzik Cohen, Yaakov Zada Daniel",4,1,High,Average
 Siempre Bruja,2019,"Drama, Fantasy            ",7.9,Plot not Available,16,Juan Felipe Cano,"Angely Gaviria, Óscar Casas, Sofía Araújo, Dylan Fuentes",4,1,High,Unknown
 Siempre Bruja,2019,"Drama, Fantasy            ",8.1,Plot not Available,16,Juan Felipe Cano,"Angely Gaviria, Óscar Casas, Sofía Araújo, Dylan Fuentes",4,1,High,Unknown
 Dynasty,2017,Drama            ,7.8,Fallon keeps an eye on Connor while Liam follows a lead on Heidi; Dominique and Vanessa put the wheels in motion for a reality show.,169,Andi Behring,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",4,1,High,Average
 The Upshaws,2021,Comedy            ,8.1,"After meeting the manager of an upscale restaurant, Bennie takes Regina out hoping to break their dry spell, but soon realizes the meal isn't on the house.",65,Ken Whittingham,"Mike Epps, Kim Fields, Diamond Lyons, Khali Spraggins",4,1,High,Unknown
 Love Is Blind,2020,"Reality-TV, Romance            ",6.1,"Nick and Vanessa Lachey return for a tell-all reunion, discussing the most dramatic moments from the first season as well as seeing which couples are still together.",108,Brian Smith,Heather Ashley Chase,1,1,Moderate,Average
 Johnny Test,2005,"Animation, Action, Adventure            ",6.3,Johnny and Dukey decide to race their bikes. The girls will try anything to get Gil's attention.,23,Larry Jacobs,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball",4,1,Moderate,Unknown
 Johnny Test,2005,"Animation, Action, Adventure            ",6.5,"In ""Return of Johnny'mon"", Johnny's dad gets trapped in the new Tiny Mon video game, and in ""Johnny Dukey Doo"", Johnny and Dukey become involved in the delay of the destruction of an eerie old mansion.",30,Larry Jacobs,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball",4,1,Moderate,Unknown
 Valeria,2020,"Comedy, Drama, Romance            ",7.3,Plot not Available,71,Inma Torrente,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",4,1,High,Unknown
 13 Reasons Why,2017,"Drama, Mystery, Thriller            ",6.8,"When the dean begins a new investigation and threatens to cancel prom, the friends decide to confide in their parents...but not about everything.",1640,Tommy Lohmann,"Dylan Minnette, Grace Saif, Christian Navarro, Alisha Boe",4,1,Moderate,Popular
 13 Reasons Why,2017,"Drama, Mystery, Thriller            ",7.7,"Strengthened by the struggles they've endured, the friends say goodbye to high school and look toward the future in an emotional series finale.",2312,Brian Yorkey,"Dylan Minnette, Grace Saif, Christian Navarro, Alisha Boe",4,1,High,Popular
 Vampires,2020,"Drama, Fantasy, Horror            ",6.5,"Born into a family of vampires, high schooler Doina begins to rebel against her mother's strict rules - and the pills she's forced to swallow each day.",64,Vladimir de Fontenay,"Oulaya Amamra, Suzanne Clément, Kate Moran, Mounir Amamra",4,1,Moderate,Unknown
 Kalifat,2020,"Crime, Drama, Thriller            ",8.5,Nadir reveals an unexpected truth. Kerima prepares to deal the final blow. Fatima fulfills her end of the bargain with Pervin - at a price.,345,Goran Kapetanovic,"Gizem Erdogan, Amed Bozan, Aliette Opheim, Albin Grenholm",4,1,High,Average
 The Protector,2018,"Action, Fantasy, Sci-Fi            ",7.5,"A mysterious symbol offers Hakan a clue as he scrambles to uncover Vizier's identity, but his omnipresent foe stays a step ahead.",305,Burcu Alptekin,"Çagatay Ulusoy, Hazar Ergüçlü, Okan Yalabik, Burçin Terzioglu",4,1,High,Average
 The Protector,2018,"Action, Fantasy, Sci-Fi            ",7.6,Nisan accompanies Hakan in his search for the key's missing piece. Vizier threatens to drive Hakan to the edge as a shocking truth comes to light.,316,Burcu Alptekin,"Çagatay Ulusoy, Hazar Ergüçlü, Okan Yalabik, Burçin Terzioglu",4,1,High,Average
 The Protector,2018,"Action, Fantasy, Sci-Fi            ",7.9,"Galvanized by a centuries-old betrayal, Vizier turns all of Istanbul against Hakan in a fateful coup de main.",370,Burcu Alptekin,"Çagatay Ulusoy, Hazar Ergüçlü, Okan Yalabik, Funda Eryigit",4,1,High,Average
 Fauda,2015,"Action, Drama, Thriller            ",8.0,"Bashar returns to the west bank promising to finally knockout the Israelis. All security organization do whatever they can to stop him, but the chase is difficult.",289,Rotem Shamir,"Lior Raz, Ala Dakka, Itzik Cohen, Yaakov Zada Daniel",4,1,High,Average
 Ragnarok,2020,"Action, Drama, Fantasy            ",8.1,"A battle ends with a bang - and an ominous promise of violence. After visiting another realm, Magne hunts for allies while Vidar marshals his forces.",603,Mogens Hagedorn,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø",4,1,High,Average
 Workin' Moms,2017,Comedy            ,7.5,"A lice outbreak at camp adds an awkward layer to Kate's ""40 under 40"" interview. Alice opens up to Anne, and Frankie hawks a house with a morbid past.",72,Joyce Wong,"Catherine Reitman, Dani Kind, Juno Rinaldi, Ryan Belleville",4,1,High,Unknown
 Workin' Moms,2017,Comedy            ,7.8,Kate balances work and motherhood while Jenny battles backlash at the office. Bianca and Frankie get shocking news at the bank.,69,Joyce Wong,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim",4,1,High,Unknown
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",6.9,"After her privacy is violated and being threatened, Raquel attempts to command respect from her students. Roi opens up to Viruca in his essays.",185,Carlos Montero,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,Moderate,Average
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",6.8,A guilt-ridden Raquel must decide how to respond to the blackmail involving her upcoming exam. Iago starts to get to know Viruca outside of class.,172,Sílvia Quer,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,Moderate,Average
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",6.7,"Desperate to learn more about Viruca, Raquel dives deeper into the late teacher's life. In the past, Iago is devastated by a realization.",159,Sílvia Quer,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,Moderate,Average
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",6.9,Raquel's fear of her students increases and she voices her concerns to Germán. Viruca struggles with how to resolve her parents' financial situation.,153,Sílvia Quer,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,Moderate,Average
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",7.0,Roi decides to do some investigating of his own. Raquel starts turning to an unlikely source for comfort. Iago continues to seek attention from Viruca.,153,Roger Gual,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,High,Average
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",6.8,Raquel continues to unravel a dangerous web of lies as she tries to determine whether she can trust even those closest to her.,156,Roger Gual,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,Moderate,Average
 El desorden que dejas,2020,"Crime, Drama, Mystery            ",7.2,"As Raquel gets closer to discovering the truth about Viruca's death, she puts herself in grave danger. Iago makes a torturous decision.",227,Roger Gual,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper",4,1,High,Average
 Power Rangers Beast Morphers,2019,"Action, Adventure, Drama            ",8.1,"Steel learns the concept of discipline and takes it too far, putting one of the Beast Morphers Rangers in real danger.",30,Oliver Driver,Rorrie D,1,1,High,Unknown
 Power Rangers Beast Morphers,2019,"Action, Adventure, Drama            ",8.9,"The Beast Morphers Rangers are given access to a powerful new zord, but Evox has designs to steal it for himself.",29,Oliver Driver,Rorrie D,1,1,High,Unknown
 Power Rangers Beast Morphers,2019,"Action, Adventure, Drama            ",9.1,"Steel learns that Nate and Zoey have feelings for each other and tries to bring them together, despite the strict Grid Battleforce rules that forbid relationships between Power Rangers.",29,Oliver Driver,Rorrie D,1,1,High,Unknown
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",9.0,"Trying to prove that she can trust him, Zuko helps Katara track down the man who killed her mother.",3056,Joaquim Dos Santos,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Vampires,2020,"Drama, Fantasy, Horror            ",6.7,"Doina struggles to control her new urges. Deprived of blood, Rad and Irina turn against their siblings. Andrea makes a deal with Ladislas Nemeth.",52,Vladimir de Fontenay,"Oulaya Amamra, Suzanne Clément, Kate Moran, Mounir Amamra",4,1,Moderate,Unknown
 Vampires,2020,"Drama, Fantasy, Horror            ",6.6,"As Doina is drawn deeper into the Nemeths' web, Martha races to help Andrea, and Elise sheds new light on Redouane's genetic research.",45,Vladimir de Fontenay,"Beatrice Ring, Kate Moran, Mounir Amamra, Juliette Cardinski",4,1,Moderate,Unknown
 Vampires,2020,"Drama, Fantasy, Horror            ",6.5,"In exchange for a favor from Csilla, Doina agrees to attend a party and meet the community's matriarch. But the night takes an unexpected turn.",43,Marie Monge,"Oulaya Amamra, Beatrice Ring, Suzanne Clément, Kate Moran",4,1,Moderate,Unknown
 Vampires,2020,"Drama, Fantasy, Horror            ",6.5,Andrea and Elise undertake a daring mission to help the family. Nacer vows to find out where Doina lives. Csilla asks Ladislas to lay a trap.,41,Marie Monge,"Oulaya Amamra, Beatrice Ring, Suzanne Clément, Kate Moran",4,1,Moderate,Unknown
 Vampires,2020,"Drama, Fantasy, Horror            ",6.5,Doina seizes on a way to placate the community and salvage her family's future. Andrea's search for Elise yields an unsettling discovery.,42,Marie Monge,"Oulaya Amamra, Beatrice Ring, Suzanne Clément, Kate Moran",4,1,Moderate,Unknown
 The Protector,2018,"Action, Fantasy, Sci-Fi            ",7.1,"Back in the past, Hakan steals an item from Vizier and encounters a familiar face. Zeynep sets out to prove her loyalty to the Immortals.",208,Umut Aral,"Çagatay Ulusoy, Okan Yalabik, Hazar Ergüçlü, Funda Eryigit",4,1,High,Average
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",9.3,"The escape is planned and the heroes attempt to break from the prison that very day. But problems come when Azula, Mai and Ty Lee arrive at the prison.",3156,Ethan Spaulding,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Dirty Money,2018,"Documentary, Crime            ",7.4,"Lavish parties, luxury goods, dubious loans: Scandals surrounding Prime Minister Najib Razak rocked Malaysia - and left the nation drowning in debt.",302,Zachary Heinzerling,"Anwar Bin Ibrahim, Mahathir Mohamad, Ho Kay Tat, Alex Turnbull",4,1,High,Average
 Dirty Money,2018,"Documentary, Crime            ",7.8,"Behind the huge quantities of gold flowing into the U.S. each year lies a tangled web of money laundering, illegal mining and environmental destruction.",283,Stephen T,"Juan Ortega, Frank Maderal, Manuel Calloquispe, Juan Carlos V",4,1,High,Average
 Dirty Money,2018,"Documentary, Crime            ",8.5,"The rampant abuse of laws meant to protect the elderly has left many seniors penniless, powerless and isolated from their families.",273,Kyoko Miyake,"Rachel Aviv, Fern Finkel, Lisa Siegel Belanger, John Savanovich",4,1,High,Average
 Dirty Money,2018,"Documentary, Crime            ",7.6,Residents of a small Texas town were eager to welcome a massive plastics plant - until toxic chemicals began to take a toll on their community.,205,Margaret Brown,Sylvia Varnham O,1,1,High,Average
 On My Block,2018,"Comedy, Drama            ",8.0,The group's new mission brings out Jamal's control issues. Oscar seethes when Cesar bonds with their unexpected house guest. Jasmine makes over Monse.,149,Lauren Iungerich,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
 On My Block,2018,"Comedy, Drama            ",8.2,Jamal gets up close and personal with his suspected stalker. Ruby's moneymaking scheme violates health codes. Monse overindulges with Jasmine.,142,Valerie Finkel,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
 On My Block,2018,"Comedy, Drama            ",8.1,"As the crew narrows down the list of suspects, Cesar asks Monse out on a real date, Ruby stresses over a growing attraction, and Jamal seeks sex advice.",141,Jeremy Haft,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
 On My Block,2018,"Comedy, Drama            ",8.3,"While supporting Monse through a crisis, Jamal zeroes in on a new lead, and Ruby loses his cool. Meanwhile, Oscar tries to negotiate with Cuchillos.",141,Ryan Shiraki,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
 On My Block,2018,"Comedy, Drama            ",8.2,"When an old mixtape provides a major clue, the crew infiltrates a music video shoot, where confessions are made, lips are locked, and secrets revealed.",143,Ryan Shiraki,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
